"","97.bam","105.bam","113.bam","93.bam","101.bam","109.bam"
"Cluster_8817",9,38,3,22,45,9
"Cluster_8818",9,22,0,17,23,14
"Cluster_8819",10,34,2,13,58,17
"Cluster_8820",3,18,1,4,4,9
"Cluster_8821",11,77,1,63,48,10
"Cluster_8822",3,16,2,8,13,3
"Cluster_8823",4,11,2,2,12,5
"Cluster_8824",18,51,16,25,28,23
"Cluster_8825",8,8,0,2,13,2
"Cluster_8826",3,20,0,14,21,6
"Cluster_8827",9,18,2,11,27,9
"Cluster_8828",5,18,2,11,40,9
"Cluster_8829",6,26,2,25,44,10
"Cluster_8830",7,25,0,15,27,6
"Cluster_8831",15,56,9,37,30,15
"Cluster_8832",4,7,1,0,3,2
"Cluster_8833",11,16,9,10,53,22
"Cluster_8834",12,40,1,13,11,3
"Cluster_8835",27,128,23,29,30,24
"Cluster_8836",62,237,13,91,196,67
"Cluster_8837",6,19,15,2,294,9
"Cluster_8838",15,26,5,4,10,3
"Cluster_8839",14,28,3,11,15,2
"Cluster_8840",6,18,0,2,5,1
"Cluster_8841",2,66,1,12,29,13
"Cluster_8842",1,18,0,8,6,4
"Cluster_8843",5,64,4,24,24,16
"Cluster_8844",1,24,1,2,7,4
"Cluster_8845",4,43,0,10,34,11
"Cluster_8846",0,17,4,3,27,4
"Cluster_8847",9,115,3,33,39,20
"Cluster_8848",3,13,1,2,4,4
"Cluster_8849",6,21,0,0,5,3
"Cluster_8850",2,12,1,0,0,0
"Cluster_8851",11,36,1,11,23,14
"Cluster_8852",9,28,8,9,16,7
"Cluster_8853",3,17,1,2,25,5
"Cluster_8854",3,11,2,6,10,2
"Cluster_8855",6,20,1,6,20,5
"Cluster_8856",12,6,3,3,11,4
"Cluster_8857",6,24,1,15,28,9
"Cluster_8858",2,15,3,9,17,9
"Cluster_8859",2,25,0,12,13,8
"Cluster_8860",18,17,4,10,12,9
"Cluster_8861",1944,5752,628,7203,15709,4625
"Cluster_8862",15,77,1,7,16,13
"Cluster_8863",8,31,0,5,7,5
"Cluster_8864",5,19,0,8,24,8
"Cluster_8865",2,21,1,7,47,6
"Cluster_8866",0,26,1,14,35,11
"Cluster_8867",8,33,0,15,84,33
"Cluster_8868",9,69,8,31,47,24
"Cluster_8869",10,21,4,30,40,12
"Cluster_8870",23,75,5,21,23,8
"Cluster_8871",2,13,1,6,2,3
"Cluster_8872",0,17,5,3,12,4
"Cluster_8873",82,495,52,200,344,147
"Cluster_8874",10,32,1,50,78,31
"Cluster_8875",10,33,4,39,51,33
"Cluster_8876",0,27,2,6,34,25
"Cluster_8877",26,109,10,56,112,47
"Cluster_8878",3,21,2,14,20,8
"Cluster_8879",4,35,10,7,23,10
"Cluster_8880",28,72,13,51,69,33
"Cluster_8881",10,19,1,9,11,8
"Cluster_8882",8,9,2,4,5,4
"Cluster_8883",34,46,11,28,41,25
"Cluster_8884",11,11,0,11,9,7
"Cluster_8885",40,51,13,41,69,36
"Cluster_8886",2,15,3,4,1,2
"Cluster_8887",5,25,1,4,2,6
"Cluster_8888",10,18,0,6,3,6
"Cluster_8889",15,57,3,12,14,12
"Cluster_8890",0,34,7,10,6,18
"Cluster_8891",1,19,0,10,18,3
"Cluster_8892",9,62,5,44,80,33
"Cluster_8893",1,19,0,16,23,14
"Cluster_8894",9,30,2,24,38,22
"Cluster_8895",4,18,1,18,59,9
"Cluster_8896",4,13,2,9,14,4
"Cluster_8897",6,20,5,19,18,12
"Cluster_8898",101,116,22,191,137,122
"Cluster_8899",2,22,1,10,23,5
"Cluster_8900",42,111,13,80,153,56
"Cluster_8901",5,21,0,6,19,7
"Cluster_8902",26,118,14,74,136,56
"Cluster_8903",91,477,45,293,547,227
"Cluster_8904",9,27,4,9,28,18
"Cluster_8905",23,86,21,47,99,28
"Cluster_8906",43,109,9,35,53,27
"Cluster_8907",41,87,14,26,44,26
"Cluster_8908",12,42,17,6,16,6
"Cluster_8909",6,19,1,12,11,8
"Cluster_8910",9,23,3,7,13,8
"Cluster_8911",3736,7374,432,4600,5847,3508
"Cluster_8912",4,24,0,7,10,9
"Cluster_8913",8,6,0,4,17,1
"Cluster_8914",11,56,15,22,61,19
"Cluster_8915",17,110,8,53,109,41
"Cluster_8916",6,22,0,15,32,11
"Cluster_8917",2,14,4,2,10,2
"Cluster_8918",11,33,6,23,28,22
"Cluster_8919",4,17,0,11,30,12
"Cluster_8920",10,16,2,7,24,9
"Cluster_8921",7,13,0,8,8,7
"Cluster_8922",33,124,20,54,136,76
"Cluster_8923",15,31,14,16,123,38
"Cluster_8924",3,25,1,5,9,5
"Cluster_8925",16,27,3,25,39,16
"Cluster_8926",7,9,5,4,3,5
"Cluster_8927",6,27,4,28,42,18
"Cluster_8928",2,14,0,3,12,3
"Cluster_8929",21,86,13,16,31,18
"Cluster_8930",7,39,7,27,53,18
"Cluster_8931",12,23,0,11,33,10
"Cluster_8932",112,86,115,84,390,41
"Cluster_8933",2,29,5,28,46,24
"Cluster_8934",23,88,11,84,208,52
"Cluster_8935",5,12,4,0,10,4
"Cluster_8936",14,61,14,31,68,20
"Cluster_8937",15,32,1,33,51,28
"Cluster_8938",4,20,1,15,30,18
"Cluster_8939",2,20,2,12,14,3
"Cluster_8940",3,30,2,22,44,18
"Cluster_8941",8,20,0,24,64,19
"Cluster_8942",1,19,5,18,46,17
"Cluster_8943",3,14,5,2,46,11
"Cluster_8944",70,351,20,182,277,111
"Cluster_8945",3,16,0,3,11,1
"Cluster_8946",0,55,0,40,579,42
"Cluster_8947",11,45,6,26,41,9
"Cluster_8948",5,11,2,5,12,8
"Cluster_8949",13,35,11,18,205,29
"Cluster_8950",19,100,17,67,119,49
"Cluster_8951",18,144,8,82,121,58
"Cluster_8952",21,120,10,76,115,59
"Cluster_8953",14,142,10,63,116,51
"Cluster_8954",9,56,9,26,27,17
"Cluster_8955",3,23,3,15,37,10
"Cluster_8956",18,56,9,26,51,22
"Cluster_8957",35,105,8,70,91,43
"Cluster_8958",9,51,16,14,12,7
"Cluster_8959",8,7,2,3,7,3
"Cluster_8960",18,17,6,5,17,5
"Cluster_8961",22,20,15,9,25,1
"Cluster_8962",10,42,5,19,44,23
"Cluster_8963",32,146,11,117,161,59
"Cluster_8964",11,38,0,24,35,14
"Cluster_8965",10,21,9,0,11,2
"Cluster_8966",8,6,1,1,6,0
"Cluster_8967",1,17,0,2,2,9
"Cluster_8968",3,9,3,5,8,3
"Cluster_8969",10,29,2,16,39,17
"Cluster_8970",4,30,1,34,42,22
"Cluster_8971",4,22,4,23,22,10
"Cluster_8972",19,40,3,27,50,33
"Cluster_8973",7,22,4,3,9,5
"Cluster_8974",30,77,15,73,85,38
"Cluster_8975",9,22,3,6,17,4
"Cluster_8976",9,46,8,27,24,16
"Cluster_8977",17,72,11,39,84,25
"Cluster_8978",5,26,1,23,37,7
"Cluster_8979",6,12,2,7,12,2
"Cluster_8980",56,115,50,63,81,42
"Cluster_8981",9,10,1,1,4,3
"Cluster_8982",3,18,1,0,13,7
"Cluster_8983",27,72,6,50,32,19
"Cluster_8984",764,3392,405,807,1073,593
"Cluster_8985",50,95,32,64,74,39
"Cluster_8986",9,20,5,22,18,16
"Cluster_8987",12,53,6,37,50,24
"Cluster_8988",13,42,4,23,32,10
"Cluster_8989",20,32,5,24,40,28
"Cluster_8990",47,87,20,49,56,23
"Cluster_8991",3,40,4,17,56,10
"Cluster_8992",24,80,8,72,77,44
"Cluster_8993",8,42,3,35,33,17
"Cluster_8994",20,64,10,30,75,11
"Cluster_8995",58,138,27,129,224,89
"Cluster_8996",59,69,0,78,840,0
"Cluster_8997",17,56,8,40,60,32
"Cluster_8998",10,43,4,11,14,10
"Cluster_8999",13,46,3,46,50,17
"Cluster_9000",14,49,5,25,32,8
"Cluster_9001",7,25,3,20,30,8
"Cluster_9002",35,24,2,12,29,4
"Cluster_9003",5,11,3,7,9,9
"Cluster_9004",2,14,2,6,16,7
"Cluster_9005",0,18,2,20,31,16
"Cluster_9006",12,27,0,19,32,15
"Cluster_9007",16,72,8,73,105,47
"Cluster_9008",6,24,4,16,21,17
"Cluster_9009",1,36,1,25,43,17
"Cluster_9010",15,33,13,32,26,19
"Cluster_9011",22,179,21,87,134,64
"Cluster_9012",10,29,3,13,24,10
"Cluster_9013",1,12,5,7,6,3
"Cluster_9014",9,48,10,24,65,18
"Cluster_9015",1,12,0,4,11,4
"Cluster_9016",11,29,1,23,42,20
"Cluster_9017",0,34,9,9,1049,73
"Cluster_9018",0,23,0,0,0,51
"Cluster_9019",5,12,0,9,7,7
"Cluster_9020",4,12,5,17,8,7
"Cluster_9021",9,20,1,11,8,7
"Cluster_9022",4,9,3,3,1,2
"Cluster_9023",8,12,1,0,5,1
"Cluster_9024",8,13,2,1,7,3
"Cluster_9025",4,18,3,8,23,3
"Cluster_9026",5,44,7,41,79,27
"Cluster_9027",9,13,1,7,7,2
"Cluster_9028",5,15,2,7,6,2
"Cluster_9029",159,304,53,106,133,81
"Cluster_9030",2,16,1,4,2,2
"Cluster_9031",11,213,10,12,3,12
"Cluster_9032",81,598,51,281,570,241
"Cluster_9033",15,2,26,8,39,6
"Cluster_9034",13,46,0,22,49,25
"Cluster_9035",2,19,1,9,21,9
"Cluster_9036",3,17,2,4,14,1
"Cluster_9037",3,13,1,7,12,8
"Cluster_9038",17,2,2,3,9,0
"Cluster_9039",124,185,39,310,392,244
"Cluster_9040",76,132,14,75,135,64
"Cluster_9041",5,27,2,13,23,14
"Cluster_9042",5,59,3,18,28,16
"Cluster_9043",413,1543,207,264,394,266
"Cluster_9044",5,8,1,3,5,1
"Cluster_9045",128,258,73,125,195,81
"Cluster_9046",5,31,1,27,57,24
"Cluster_9047",32,129,21,121,276,75
"Cluster_9048",3,15,2,6,20,15
"Cluster_9049",27,184,28,91,109,58
"Cluster_9050",80,370,66,145,330,114
"Cluster_9051",5,46,9,25,53,22
"Cluster_9052",169,692,87,555,851,372
"Cluster_9053",6,19,2,33,44,21
"Cluster_9054",12,44,5,56,48,21
"Cluster_9055",2,24,2,5,12,6
"Cluster_9056",3,21,1,10,23,5
"Cluster_9057",7,22,0,16,20,7
"Cluster_9058",2,22,1,8,15,8
"Cluster_9059",10,53,2,49,91,26
"Cluster_9060",14,84,3,34,55,14
"Cluster_9061",18,75,8,27,44,12
"Cluster_9062",5,29,2,2,21,6
"Cluster_9063",6,12,0,1,18,6
"Cluster_9064",2,10,2,8,15,11
"Cluster_9065",1,45,3,4,12,7
"Cluster_9066",16,83,7,24,25,13
"Cluster_9067",5,13,0,7,12,5
"Cluster_9068",0,29,3,0,46,0
"Cluster_9069",93,289,26,85,162,75
"Cluster_9070",30,48,13,11,26,11
"Cluster_9071",8,21,1,5,8,5
"Cluster_9072",1,23,0,14,15,16
"Cluster_9073",2,11,1,0,0,1
"Cluster_9074",13,57,16,19,25,18
"Cluster_9075",9,38,7,11,27,16
"Cluster_9076",71,199,84,118,1442,225
"Cluster_9077",6,24,1,8,3,17
"Cluster_9078",0,14,6,3,4,1
"Cluster_9079",43,135,28,73,146,72
"Cluster_9080",18,5,11,7,2,10
"Cluster_9081",6,9,8,10,4,7
"Cluster_9082",22,21,18,30,48,26
"Cluster_9083",6,6,3,5,9,8
"Cluster_9084",11,14,10,29,23,14
"Cluster_9085",35,25,17,73,61,37
"Cluster_9086",8,6,3,13,16,8
"Cluster_9087",31,19,14,51,62,31
"Cluster_9088",101,96,36,174,172,110
"Cluster_9089",81,97,27,168,155,134
"Cluster_9090",58,47,22,126,98,89
"Cluster_9091",7,12,3,6,12,4
"Cluster_9092",28,22,1,33,25,13
"Cluster_9093",11,65,5,31,38,17
"Cluster_9094",13,26,4,19,18,11
"Cluster_9095",6,11,1,7,9,4
"Cluster_9096",5,18,3,7,11,4
"Cluster_9097",1101,3175,289,2654,5672,2073
"Cluster_9098",11,43,9,18,17,12
"Cluster_9099",10,32,5,10,24,9
"Cluster_9100",361,521,81,413,442,312
"Cluster_9101",4,17,0,7,13,10
"Cluster_9102",1630,2633,537,3531,3495,2940
"Cluster_9103",2466,5441,550,3199,4104,2287
"Cluster_9104",13,7,1,6,11,6
"Cluster_9105",19,47,5,15,27,7
"Cluster_9106",14,11,2,7,11,8
"Cluster_9107",2,9,4,4,1,3
"Cluster_9108",13,5,1,8,12,6
"Cluster_9109",64,260,30,256,333,185
"Cluster_9110",6,15,2,5,8,0
"Cluster_9111",17,30,4,8,9,4
"Cluster_9112",58,313,36,154,312,116
"Cluster_9113",1,23,2,19,18,11
"Cluster_9114",9,49,15,28,41,21
"Cluster_9115",15,87,5,48,123,58
"Cluster_9116",32,109,22,55,85,34
"Cluster_9117",6,12,1,1,3,2
"Cluster_9118",6,48,31,17,39,2
"Cluster_9119",20,62,10,33,74,26
"Cluster_9120",9,8,4,7,8,6
"Cluster_9121",20,41,8,11,25,15
"Cluster_9122",17,103,7,58,92,31
"Cluster_9123",3,28,2,8,30,10
"Cluster_9124",3,23,2,10,34,18
"Cluster_9125",10,40,4,25,54,18
"Cluster_9126",36,215,18,146,258,120
"Cluster_9127",18,43,3,43,66,24
"Cluster_9128",9,59,5,46,122,38
"Cluster_9129",5,9,0,5,3,4
"Cluster_9130",39,142,16,52,132,42
"Cluster_9131",12,33,12,14,48,11
"Cluster_9132",57,154,17,52,224,53
"Cluster_9133",22,64,17,46,131,33
"Cluster_9134",61,196,10,98,314,88
"Cluster_9135",3,19,1,44,63,32
"Cluster_9136",16,38,1,52,118,34
"Cluster_9137",10,13,2,24,34,11
"Cluster_9138",20,12,29,17,143,27
"Cluster_9139",117,459,50,349,579,211
"Cluster_9140",308,1262,130,1414,3877,1119
"Cluster_9141",315,593,156,319,1530,644
"Cluster_9142",5,22,0,20,29,7
"Cluster_9143",3,14,1,7,19,5
"Cluster_9144",82,281,34,140,298,91
"Cluster_9145",12,44,3,23,17,14
"Cluster_9146",8,29,3,16,21,10
"Cluster_9147",88,437,43,290,599,207
"Cluster_9148",10,6,0,4,5,1
"Cluster_9149",9,25,2,20,36,18
"Cluster_9150",16,36,4,30,46,25
"Cluster_9151",5,31,5,11,23,9
"Cluster_9152",3,14,3,14,29,10
"Cluster_9153",6,25,5,22,13,5
"Cluster_9154",7,45,2,13,21,14
"Cluster_9155",7,13,0,8,5,3
"Cluster_9156",19,85,5,34,59,27
"Cluster_9157",5,16,0,3,7,1
"Cluster_9158",2,16,8,13,27,13
"Cluster_9159",3,16,0,6,21,6
"Cluster_9160",11,38,2,20,19,10
"Cluster_9161",5,17,2,3,6,3
"Cluster_9162",6,29,4,19,25,12
"Cluster_9163",11,15,4,5,21,6
"Cluster_9164",88,530,65,221,1398,307
"Cluster_9165",1,12,2,5,8,2
"Cluster_9166",24,74,3,13,41,10
"Cluster_9167",8,60,2,10,11,16
"Cluster_9168",15,60,4,30,29,17
"Cluster_9169",8,49,5,37,43,24
"Cluster_9170",4,31,1,14,35,14
"Cluster_9171",3,15,3,6,8,3
"Cluster_9172",11,22,4,14,26,11
"Cluster_9173",14,37,9,13,27,8
"Cluster_9174",5798,27910,469,19370,37990,14868
"Cluster_9175",641,2208,110,1343,2881,872
"Cluster_9176",4,23,0,18,6,7
"Cluster_9177",32,106,13,79,149,46
"Cluster_9178",16,51,5,28,75,42
"Cluster_9179",135,565,76,567,1204,436
"Cluster_9180",56,249,31,343,591,241
"Cluster_9181",6,14,8,16,40,21
"Cluster_9182",17,56,9,66,50,43
"Cluster_9183",90,478,28,205,313,149
"Cluster_9184",4,18,0,3,6,5
"Cluster_9185",124,524,41,293,430,214
"Cluster_9186",7,27,0,18,55,23
"Cluster_9187",66,410,26,157,295,120
"Cluster_9188",5,34,2,12,21,11
"Cluster_9189",2,18,2,3,11,4
"Cluster_9190",46,95,8,96,431,80
"Cluster_9191",9,25,0,75,138,45
"Cluster_9192",5,13,2,51,77,35
"Cluster_9193",23,109,14,55,43,34
"Cluster_9194",14,68,3,33,47,18
"Cluster_9195",12,60,5,28,45,13
"Cluster_9196",16,85,15,61,108,43
"Cluster_9197",19,6,0,1,7,0
"Cluster_9198",8,7,1,0,11,4
"Cluster_9199",7,24,0,21,29,22
"Cluster_9200",6,17,1,13,21,6
"Cluster_9201",9,21,6,25,28,16
"Cluster_9202",19,141,6,73,96,46
"Cluster_9203",28,133,9,72,427,48
"Cluster_9204",3,16,2,3,6,4
"Cluster_9205",7,34,2,19,40,16
"Cluster_9206",3,32,4,28,38,10
"Cluster_9207",7,31,4,22,52,16
"Cluster_9208",2,19,0,15,12,9
"Cluster_9209",40,285,15,53,134,44
"Cluster_9210",13,22,3,17,27,11
"Cluster_9211",9,38,0,7,19,3
"Cluster_9212",10,60,5,10,28,2
"Cluster_9213",7,11,0,3,3,0
"Cluster_9214",0,28,2,7,5,2
"Cluster_9215",27,106,7,83,138,60
"Cluster_9216",13,56,18,43,54,9
"Cluster_9217",18,62,7,37,46,25
"Cluster_9218",9,43,1,12,20,13
"Cluster_9219",30,88,10,39,71,33
"Cluster_9220",13,9,6,6,5,2
"Cluster_9221",7,17,1,6,6,2
"Cluster_9222",1,18,2,4,2,5
"Cluster_9223",28,97,14,43,73,24
"Cluster_9224",28,106,7,59,132,42
"Cluster_9225",3,11,4,12,19,4
"Cluster_9226",43,161,3,99,209,64
"Cluster_9227",15,32,8,15,63,14
"Cluster_9228",5,46,3,18,41,10
"Cluster_9229",6,15,2,4,13,0
"Cluster_9230",11,28,5,47,80,28
"Cluster_9231",6,26,1,36,56,21
"Cluster_9232",1,23,3,9,17,10
"Cluster_9233",3,19,1,15,21,12
"Cluster_9234",2,10,3,11,9,12
"Cluster_9235",68,118,21,59,127,57
"Cluster_9236",46,58,21,23,45,14
"Cluster_9237",5,6,14,4,1,2
"Cluster_9238",22,35,19,12,13,11
"Cluster_9239",6,23,9,16,19,8
"Cluster_9240",22,58,5,43,34,34
"Cluster_9241",7,30,6,13,11,8
"Cluster_9242",65,125,14,114,910,199
"Cluster_9243",6077,18630,1485,18552,15723,8572
"Cluster_9244",19,80,11,36,114,48
"Cluster_9245",8,27,0,4,18,12
"Cluster_9246",4,13,0,8,12,8
"Cluster_9247",103,565,58,263,551,201
"Cluster_9248",17,84,34,35,82,18
"Cluster_9249",511,887,183,383,439,268
"Cluster_9250",3,15,1,10,15,3
"Cluster_9251",4,19,0,18,52,6
"Cluster_9252",3,19,5,10,25,11
"Cluster_9253",0,29,5,7,11,5
"Cluster_9254",41,52,55,11,161,16
"Cluster_9255",10,42,7,30,31,17
"Cluster_9256",7,35,0,21,42,23
"Cluster_9257",9,28,0,19,25,12
"Cluster_9258",5,9,3,11,7,7
"Cluster_9259",6,12,0,4,7,5
"Cluster_9260",85,358,43,177,345,131
"Cluster_9261",74,563,63,287,487,217
"Cluster_9262",5,15,2,15,22,6
"Cluster_9263",4,10,3,7,6,3
"Cluster_9264",710,5198,335,1247,2539,844
"Cluster_9265",86,187,25,75,47,54
"Cluster_9266",89,210,72,109,126,76
"Cluster_9267",1,11,0,12,11,1
"Cluster_9268",7,10,3,5,6,5
"Cluster_9269",3,15,1,8,6,5
"Cluster_9270",5,32,4,20,22,9
"Cluster_9271",5,15,9,8,7,4
"Cluster_9272",16,23,0,2,13,5
"Cluster_9273",35,38,6,97,124,80
"Cluster_9274",42,48,4,45,83,57
"Cluster_9275",105,324,38,147,455,136
"Cluster_9276",24,72,15,24,70,23
"Cluster_9277",16,56,13,59,147,53
"Cluster_9278",13,46,3,12,11,10
"Cluster_9279",12,29,4,7,11,8
"Cluster_9280",1,31,1,4,17,11
"Cluster_9281",5,22,1,30,16,19
"Cluster_9282",19,152,22,73,140,53
"Cluster_9283",34,219,37,149,256,87
"Cluster_9284",6,13,1,13,16,6
"Cluster_9285",31,212,23,124,226,68
"Cluster_9286",6,44,3,14,9,8
"Cluster_9287",36,188,23,83,134,58
"Cluster_9288",58,283,34,112,185,75
"Cluster_9289",10,34,3,24,23,25
"Cluster_9290",8,30,4,16,34,13
"Cluster_9291",3,27,4,21,19,13
"Cluster_9292",15,27,3,28,64,25
"Cluster_9293",9,29,3,11,30,5
"Cluster_9294",10,47,7,30,62,24
"Cluster_9295",35,58,9,239,264,143
"Cluster_9296",7,13,4,60,74,37
"Cluster_9297",33,52,10,153,156,79
"Cluster_9298",4371,5214,1162,2933,5039,1849
"Cluster_9299",2,12,2,6,7,2
"Cluster_9300",2,16,2,2,4,1
"Cluster_9301",3,29,1,13,22,10
"Cluster_9302",15,78,3,32,60,20
"Cluster_9303",19,66,7,27,42,17
"Cluster_9304",2,10,1,2,3,3
"Cluster_9305",21,87,8,31,65,26
"Cluster_9306",8,31,4,14,24,15
"Cluster_9307",6,110,5,4,2,5
"Cluster_9308",19,103,5,42,53,25
"Cluster_9309",81,170,10,83,509,110
"Cluster_9310",23,89,8,53,98,35
"Cluster_9311",2,16,0,7,21,3
"Cluster_9312",9,22,3,8,21,12
"Cluster_9313",6,11,5,11,26,6
"Cluster_9314",94,97,7,62,304,71
"Cluster_9315",10,52,6,12,48,12
"Cluster_9316",13,28,6,40,50,13
"Cluster_9317",17,53,1,42,60,22
"Cluster_9318",25,122,5,111,191,65
"Cluster_9319",4,40,7,30,44,21
"Cluster_9320",3,38,6,24,45,14
"Cluster_9321",6,19,1,10,19,4
"Cluster_9322",36,172,23,75,151,39
"Cluster_9323",68,352,32,129,214,118
"Cluster_9324",7,21,3,6,5,6
"Cluster_9325",63,173,16,115,209,93
"Cluster_9326",17,73,12,68,97,36
"Cluster_9327",4,49,4,40,61,15
"Cluster_9328",12,33,7,25,19,10
"Cluster_9329",8,13,2,6,4,6
"Cluster_9330",1,16,0,4,7,0
"Cluster_9331",12,59,7,50,46,34
"Cluster_9332",8,30,5,20,32,10
"Cluster_9333",7,23,3,7,25,12
"Cluster_9334",5,17,1,28,30,13
"Cluster_9335",6,37,3,47,39,33
"Cluster_9336",3,15,1,23,25,18
"Cluster_9337",159,596,68,522,772,335
"Cluster_9338",37,203,32,166,245,111
"Cluster_9339",6,21,2,7,5,5
"Cluster_9340",7,45,2,12,48,13
"Cluster_9341",9,54,12,22,163,40
"Cluster_9342",3,14,1,9,10,4
"Cluster_9343",7,35,2,17,153,9
"Cluster_9344",48,103,13,56,55,42
"Cluster_9345",1,8,7,5,9,6
"Cluster_9346",8,17,0,6,30,9
"Cluster_9347",25,70,5,36,47,21
"Cluster_9348",24,23,6,16,13,9
"Cluster_9349",48,79,14,60,133,36
"Cluster_9350",4,15,0,17,14,13
"Cluster_9351",0,16,0,5,11,5
"Cluster_9352",5,9,3,6,6,1
"Cluster_9353",8,18,5,11,19,6
"Cluster_9354",3,18,1,6,15,7
"Cluster_9355",5,16,0,11,36,12
"Cluster_9356",5,32,11,17,55,12
"Cluster_9357",0,6,0,1,19,7
"Cluster_9358",39,136,24,58,137,52
"Cluster_9359",1403,3335,391,759,1903,295
"Cluster_9360",1,28,3,27,53,20
"Cluster_9361",2,17,3,18,41,13
"Cluster_9362",12,33,1,27,47,30
"Cluster_9363",1,23,2,18,17,7
"Cluster_9364",12,88,4,57,79,39
"Cluster_9365",9,48,2,29,42,18
"Cluster_9366",17,85,4,69,93,37
"Cluster_9367",28,82,8,52,96,42
"Cluster_9368",19,112,12,57,233,63
"Cluster_9369",3,15,1,5,13,7
"Cluster_9370",7,22,1,12,18,6
"Cluster_9371",3,21,1,10,33,13
"Cluster_9372",11,78,13,24,39,15
"Cluster_9373",348,905,103,462,744,271
"Cluster_9374",13,58,28,24,45,24
"Cluster_9375",41,91,2,58,67,37
"Cluster_9376",25,118,7,84,154,63
"Cluster_9377",4,9,2,6,4,4
"Cluster_9378",6,14,2,7,22,9
"Cluster_9379",3,13,1,14,29,9
"Cluster_9380",52,152,9,128,211,85
"Cluster_9381",8,53,3,41,64,28
"Cluster_9382",10,49,2,25,78,22
"Cluster_9383",5,20,5,11,33,10
"Cluster_9384",6,25,0,18,37,8
"Cluster_9385",11,9,4,12,15,11
"Cluster_9386",8,28,4,9,21,10
"Cluster_9387",10,15,10,1,7,4
"Cluster_9388",20,36,8,25,17,21
"Cluster_9389",13,23,4,11,28,10
"Cluster_9390",8,8,2,1,0,2
"Cluster_9391",8,1,9,2,8,4
"Cluster_9392",100,105,44,26,253,75
"Cluster_9393",12,42,7,19,22,11
"Cluster_9394",7,25,0,17,32,15
"Cluster_9395",2,18,0,19,34,11
"Cluster_9396",4,37,3,29,37,15
"Cluster_9397",4,13,0,14,9,12
"Cluster_9398",6,13,1,0,5,0
"Cluster_9399",16,31,2,6,10,7
"Cluster_9400",427,2058,371,575,1057,448
"Cluster_9401",26,60,7,19,35,10
"Cluster_9402",13,47,3,32,30,13
"Cluster_9403",49,147,11,83,95,51
"Cluster_9404",6,12,7,6,11,10
"Cluster_9405",24,57,25,12,10,9
"Cluster_9406",57,246,13,56,96,46
"Cluster_9407",364,1601,133,578,769,416
"Cluster_9408",107,324,33,115,181,90
"Cluster_9409",3,10,0,5,4,6
"Cluster_9410",4,15,1,4,6,8
"Cluster_9411",12903,28105,1764,21041,35522,11552
"Cluster_9412",5,28,2,27,30,5
"Cluster_9413",19,63,9,43,65,32
"Cluster_9414",15,48,10,44,76,27
"Cluster_9415",1,12,10,8,25,10
"Cluster_9416",6,24,2,11,5,6
"Cluster_9417",5,10,0,5,8,2
"Cluster_9418",7,17,0,8,2,5
"Cluster_9419",8,11,4,12,25,8
"Cluster_9420",4,17,0,15,10,9
"Cluster_9421",5,14,1,20,23,16
"Cluster_9422",6,7,1,9,13,6
"Cluster_9423",17,15,15,16,23,14
"Cluster_9424",5,13,0,10,3,8
"Cluster_9425",2,11,1,3,8,4
"Cluster_9426",2,15,0,8,15,4
"Cluster_9427",17,41,5,15,26,10
"Cluster_9428",29,26,21,33,131,55
"Cluster_9429",2,8,3,0,10,1
"Cluster_9430",28,33,6,34,37,32
"Cluster_9431",54,108,12,100,116,85
"Cluster_9432",7,14,8,11,9,3
"Cluster_9433",79,22,0,108,180,110
"Cluster_9434",26,25,0,53,91,39
"Cluster_9435",9,14,0,28,34,24
"Cluster_9436",8,18,3,15,8,10
"Cluster_9437",1,16,0,14,8,4
"Cluster_9438",11,79,4,60,52,54
"Cluster_9439",11,82,9,149,117,54
"Cluster_9440",11,27,0,6,11,5
"Cluster_9441",1,134,2,11,11,4
"Cluster_9442",1,14,5,7,6,3
"Cluster_9443",2,15,7,6,7,3
"Cluster_9444",5,8,0,5,12,7
"Cluster_9445",23,31,2,33,63,30
"Cluster_9446",22,28,1,3,38,11
"Cluster_9447",4,12,0,3,11,5
"Cluster_9448",5,18,2,9,26,9
"Cluster_9449",47,53,3,29,41,23
"Cluster_9450",47,31,4,35,59,28
"Cluster_9451",43,43,24,68,107,51
"Cluster_9452",7,19,0,8,21,6
"Cluster_9453",2,15,0,8,10,7
"Cluster_9454",10,18,0,15,30,11
"Cluster_9455",7,48,3,16,239,37
"Cluster_9456",7,22,0,14,29,14
"Cluster_9457",5,14,0,13,30,9
"Cluster_9458",1,11,5,4,1,2
"Cluster_9459",3,14,1,2,7,5
"Cluster_9460",5,23,2,15,24,3
"Cluster_9461",5,19,1,10,15,3
"Cluster_9462",13,54,8,2,33,4
"Cluster_9463",2,16,3,20,44,18
"Cluster_9464",6,10,10,3,65,7
"Cluster_9465",0,16,0,2,1,4
"Cluster_9466",10,26,2,7,5,2
"Cluster_9467",19,115,1,20,30,19
"Cluster_9468",2382,6661,600,6054,9465,3869
"Cluster_9469",16,63,7,40,76,25
"Cluster_9470",3,25,4,23,30,15
"Cluster_9471",22,116,6,116,214,67
"Cluster_9472",11,49,6,45,88,50
"Cluster_9473",12,30,0,23,36,8
"Cluster_9474",3,19,1,5,15,7
"Cluster_9475",20,141,11,69,112,50
"Cluster_9476",4,17,0,8,22,4
"Cluster_9477",35,117,12,81,154,60
